isco_3_digit_label,noun_phrase,mean_tfidf,rank
Business Services and Administration Managers,opportunities,0.01703015239115105,11.0
Business Services and Administration Managers,innovation,0.016739849882563197,12.0
Business Services and Administration Managers,responsibility,0.01645571081298317,13.0
Business Services and Administration Managers,sustainability,0.015435863978176414,14.0
Business Services and Administration Managers,communication,0.015306090717816086,15.0
Business Services and Administration Managers,coordination,0.015246586513500006,16.0
Business Services and Administration Managers,project_management,0.014696555164995136,17.0
Business Services and Administration Managers,clients,0.014683571837123119,18.0
Business Services and Administration Managers,our_customers,0.014190117420574466,19.0
Business Services and Administration Managers,continuous_improvement,0.01416818394762836,20.0
Chemical and Photographic Products Plant and Machine Operators,tooling,0.0742464749598043,1.0
Chemical and Photographic Products Plant and Machine Operators,friday,0.059691316903578144,2.0
Chemical and Photographic Products Plant and Machine Operators,production_processes,0.059185014290760916,3.0
Chemical and Photographic Products Plant and Machine Operators,m/f,0.05903152197891164,4.0
Chemical and Photographic Products Plant and Machine Operators,monday,0.05782475473434767,5.0
Chemical and Photographic Products Plant and Machine Operators,candidates,0.05451457198571882,6.0
Chemical and Photographic Products Plant and Machine Operators,our_client,0.047707268387311395,7.0
Chemical and Photographic Products Plant and Machine Operators,packaging,0.04595767305547883,8.0
Chemical and Photographic Products Plant and Machine Operators,processing,0.04398478377491143,9.0
Chemical and Photographic Products Plant and Machine Operators,legislative_decree,0.04383235456619441,10.0
Chemical and Photographic Products Plant and Machine Operators,compliance,0.04335043737194402,11.0
Chemical and Photographic Products Plant and Machine Operators,attention,0.0417593785944886,12.0
Chemical and Photographic Products Plant and Machine Operators,machinery,0.04159181249188563,13.0
Chemical and Photographic Products Plant and Machine Operators,development,0.041184702059483394,14.0
Chemical and Photographic Products Plant and Machine Operators,tools,0.041072424626200706,15.0
Chemical and Photographic Products Plant and Machine Operators,participation,0.040455344406250496,16.0
Chemical and Photographic Products Plant and Machine Operators,our_distinguishing_values,0.040365074755501905,17.0
Chemical and Photographic Products Plant and Machine Operators,technical_training,0.0400056704117971,18.0
Chemical and Photographic Products Plant and Machine Operators,managerial_profiles,0.03970661316334572,19.0
Chemical and Photographic Products Plant and Machine Operators,gi_group,0.03891376725633072,20.0
Chemical and Photographic Products Plant and Machine Operators,search,0.03891376725633072,20.0
Database and Network Professionals,firewalls,0.04551724813779171,1.0
Database and Network Professionals,knowledge,0.0415081493377409,2.0
Database and Network Professionals,network,0.03572673667550485,3.0
Database and Network Professionals,vpn,0.031913213023798764,4.0
Database and Network Professionals,switches,0.031294205158799694,5.0
Database and Network Professionals,networks,0.030738724480941292,6.0
Database and Network Professionals,maintenance,0.03052525469842287,7.0
Database and Network Professionals,experience,0.029467726696050134,8.0
Database and Network Professionals,configuration,0.02750858185884933,9.0
Database and Network Professionals,management,0.02604267593105554,10.0
Database and Network Professionals,security,0.025631673243339585,11.0
Database and Network Professionals,automation,0.02536529956282085,12.0
Database and Network Professionals,users,0.024864507281915638,13.0
Database and Network Professionals,implementation,0.0242878225568284,14.0
Database and Network Professionals,solutions,0.02112603204367115,15.0
Database and Network Professionals,monitoring,0.02016557149109551,16.0
Database and Network Professionals,cybersecurity,0.019991564683443014,17.0
Database and Network Professionals,responsibilities,0.019398448353766973,18.0
Database and Network Professionals,routers,0.01839166775246461,19.0
Database and Network Professionals,interested_candidates,0.018360940643790284,20.0
Electrical Equipment Installers and Repairers,maintenance,0.0597235392407582,1.0
Electrical Equipment Installers and Repairers,installation,0.05759975207868567,2.0
Electrical Equipment Installers and Repairers,repair,0.044599401481032766,3.0
Electrical Equipment Installers and Repairers,electrical_installations,0.04157827981393185,4.0
Electrical Equipment Installers and Repairers,experience,0.032748753059461885,5.0
Electrical Equipment Installers and Repairers,equipment,0.031600447704138813,6.0
Electrical Equipment Installers and Repairers,electricity,0.026116665395734075,7.0
Electrical Equipment Installers and Repairers,electrical_systems,0.02270458705900577,8.0
Electrical Equipment Installers and Repairers,electrical_equipment,0.022235688865859905,9.0
Electrical Equipment Installers and Repairers,work,0.021252972815066044,10.0
Electrical Equipment Installers and Repairers,requirements,0.02055125523258863,11.0
Electrical Equipment Installers and Repairers,ability,0.02024204229093052,12.0
Electrical Equipment Installers and Repairers,installations,0.0196661529186049,13.0
Electrical Equipment Installers and Repairers,knowledge,0.0182555567237467,14.0
Electrical Equipment Installers and Repairers,assembly,0.016564128613917782,15.0
Electrical Equipment Installers and Repairers,teamwork,0.0157060251440877,16.0
Electrical Equipment Installers and Repairers,candidates,0.01566051778496309,17.0
Electrical Equipment Installers and Repairers,heights,0.015484886074389265,18.0
Electrical Equipment Installers and Repairers,qualifications,0.01497301409457847,19.0
Electrical Equipment Installers and Repairers,machines,0.014801263714293491,20.0
Electronics and Telecommunications Installers and Repairers,none,0.0908713279756888,1.0
Electronics and Telecommunications Installers and Repairers,participates,0.08583357007566912,2.0
Electronics and Telecommunications Installers and Repairers,printers,0.06755746450773828,3.0
Electronics and Telecommunications Installers and Repairers,tools,0.0625,4.0
Electronics and Telecommunications Installers and Repairers,experience,0.054031011426510844,5.0
Electronics and Telecommunications Installers and Repairers,electricians,0.04315414648023176,6.0
Electronics and Telecommunications Installers and Repairers,others,0.04216421185954547,7.0
Electronics and Telecommunications Installers and Repairers,other_requirements,0.03835266016488433,8.0
Electronics and Telecommunications Installers and Repairers,tasks,0.03484446382119878,9.0
Electronics and Telecommunications Installers and Repairers,function,0.03428506218062768,10.0
Electronics and Telecommunications Installers and Repairers,video,0.034242638646169936,11.0
Electronics and Telecommunications Installers and Repairers,maintenance,0.033723483324344675,12.0
Electronics and Telecommunications Installers and Repairers,remote_work_option,0.03360488514346914,13.0
Electronics and Telecommunications Installers and Repairers,repair,0.032982551853045446,14.0
Electronics and Telecommunications Installers and Repairers,continuous_training,0.0329066756107626,15.0
Electronics and Telecommunications Installers and Repairers,repairs,0.03288814881846637,16.0
Electronics and Telecommunications Installers and Repairers,good_interpersonal_skills,0.030010445126216364,17.0
Electronics and Telecommunications Installers and Repairers,job_offer,0.02974710251888595,18.0
Electronics and Telecommunications Installers and Repairers,job_code,0.0276669138418828,19.0
Electronics and Telecommunications Installers and Repairers,installation,0.027492533737918913,20.0
Electrotechnology Engineers,experience,0.036103251497799374,1.0
Electrotechnology Engineers,electrical_engineering,0.03257413674006019,2.0
Electrotechnology Engineers,knowledge,0.030690072513739775,3.0
Electrotechnology Engineers,automation,0.025016777008803667,4.0
Electrotechnology Engineers,installation,0.022136654585851522,5.0
Electrotechnology Engineers,technical_documentation,0.021364858237846354,6.0
Electrotechnology Engineers,maintenance,0.019574959861478825,7.0
Electrotechnology Engineers,preparation,0.01921200366641537,8.0
Electrotechnology Engineers,requirements,0.01911549389821463,9.0
Electrotechnology Engineers,work,0.019070799875225794,10.0
Electrotechnology Engineers,ability,0.018908821732806173,11.0
Electrotechnology Engineers,design,0.018106371602492226,12.0
Electrotechnology Engineers,part,0.018089758755068682,13.0
Electrotechnology Engineers,repair,0.017673371482720027,14.0
Electrotechnology Engineers,electrical_installations,0.016538789127693496,15.0
Electrotechnology Engineers,projects,0.016058397939267065,16.0
Electrotechnology Engineers,supervision,0.015684304569729985,17.0
Electrotechnology Engineers,english,0.015165624790448603,18.0
Electrotechnology Engineers,testing,0.014903343295359285,19.0
Electrotechnology Engineers,responsibility,0.014884827254613887,20.0
Engineering Professionals (excluding Electrotechnology),experience,0.04043635250663111,1.0
Engineering Professionals (excluding Electrotechnology),knowledge,0.026820805499173705,2.0
Engineering Professionals (excluding Electrotechnology),production,0.023420725731891533,3.0
Engineering Professionals (excluding Electrotechnology),development,0.020681866567019168,4.0
Engineering Professionals (excluding Electrotechnology),design,0.0202875087361465,5.0
Engineering Professionals (excluding Electrotechnology),english,0.017690828198192166,6.0
Engineering Professionals (excluding Electrotechnology),part,0.017091900477638863,7.0
Engineering Professionals (excluding Electrotechnology),preparation,0.017068329027516912,8.0
Engineering Professionals (excluding Electrotechnology),ability,0.01669178712369253,9.0
Engineering Professionals (excluding Electrotechnology),mechanical_engineering,0.016657743258343613,10.0
Engineering Professionals (excluding Electrotechnology),engineering,0.016006573516235474,11.0
Engineering Professionals (excluding Electrotechnology),responsibility,0.015954885294003403,12.0
Engineering Professionals (excluding Electrotechnology),work,0.015429883699046347,13.0
Engineering Professionals (excluding Electrotechnology),materials,0.014721816612584692,14.0
Engineering Professionals (excluding Electrotechnology),requirements,0.014479600491827494,15.0
Engineering Professionals (excluding Electrotechnology),candidates,0.014391816492667216,16.0
Engineering Professionals (excluding Electrotechnology),maintenance,0.014177343181472847,17.0
Engineering Professionals (excluding Electrotechnology),technical_documentation,0.013894504225930167,18.0
Engineering Professionals (excluding Electrotechnology),implementation,0.013722013287630598,19.0
Engineering Professionals (excluding Electrotechnology),suppliers,0.01350658730645781,20.0
Financial and Mathematical Associate Professionals,finance,0.046986476051913195,1.0
Financial and Mathematical Associate Professionals,english,0.02787432946331682,2.0
Financial and Mathematical Associate Professionals,risk_management,0.025102284233943027,3.0
Financial and Mathematical Associate Professionals,data,0.025083013931774194,4.0
Financial and Mathematical Associate Professionals,candidates,0.023159354041623642,5.0
Financial and Mathematical Associate Professionals,experience,0.022673400678025913,6.0
Financial and Mathematical Associate Professionals,good_knowledge,0.0223313913361016,7.0
Financial and Mathematical Associate Professionals,deviations,0.022136136251142,8.0
Financial and Mathematical Associate Professionals,documents,0.02132206703257027,9.0
Financial and Mathematical Associate Professionals,certificate,0.021294535385482902,10.0
Financial and Mathematical Associate Professionals,part,0.02083043508629611,11.0
Financial and Mathematical Associate Professionals,contracts,0.02052081441047047,12.0
Financial and Mathematical Associate Professionals,our_team,0.02014842571756104,13.0
Financial and Mathematical Associate Professionals,customer_complaints,0.01937268694046915,14.0
Financial and Mathematical Associate Professionals,compliance,0.019033539159944404,15.0
Financial and Mathematical Associate Professionals,mail,0.01862425413391499,16.0
Financial and Mathematical Associate Professionals,controlling,0.018260824407102454,17.0
Financial and Mathematical Associate Professionals,employment,0.018184209195503804,18.0
Financial and Mathematical Associate Professionals,knowledge,0.017992659079231626,19.0
Financial and Mathematical Associate Professionals,employee_benefits,0.01798559338550676,20.0
Food and Related Products Machine Operators,working_hours,0.0758126234485476,1.0
Food and Related Products Machine Operators,end,0.06205896023952375,2.0
Food and Related Products Machine Operators,job_consultation,0.058439244477608066,3.0
Food and Related Products Machine Operators,three_or_four_shifts,0.05760794910705362,4.0
Food and Related Products Machine Operators,work,0.05496453722849658,5.0
Food and Related Products Machine Operators,quality_standards,0.05346862324633676,6.0
Food and Related Products Machine Operators,safety_standards,0.05279302988176263,7.0
Food and Related Products Machine Operators,employment_start,0.04928587139380277,8.0
Food and Related Products Machine Operators,shift_work,0.0463326883690639,9.0
Food and Related Products Machine Operators,materials,0.045830220589272525,10.0
Food and Related Products Machine Operators,staffing,0.04471786517455231,11.0
Food and Related Products Machine Operators,availability,0.044413304455007796,12.0
Food and Related Products Machine Operators,method,0.0434114484310565,13.0
Food and Related Products Machine Operators,candidates,0.04270089367634136,14.0
Food and Related Products Machine Operators,manual_dexterity,0.041820137019936005,15.0
Food and Related Products Machine Operators,thoroughness,0.041820137019936005,15.0
Food and Related Products Machine Operators,assembly,0.04071044632950812,16.0
Food and Related Products Machine Operators,vacation,0.0397229794720471,17.0
Food and Related Products Machine Operators,legislative_decree,0.03840197541103027,18.0
Food and Related Products Machine Operators,budapest,0.03789440807639451,19.0
Food and Related Products Machine Operators,main_responsibilities,0.03488375156862371,20.0
Garment and Related Trades Workers,assembly,0.07374853900356293,1.0
Garment and Related Trades Workers,people,0.058823529411764705,2.0
Garment and Related Trades Workers,different_types,0.04650535869998056,3.0
Garment and Related Trades Workers,experience,0.04370153841456509,4.0
Garment and Related Trades Workers,candidates,0.040747666682029615,5.0
Garment and Related Trades Workers,precision,0.03918147862090996,6.0
Garment and Related Trades Workers,knowledge,0.036753674339506014,7.0
Garment and Related Trades Workers,cooperation,0.0357467000897413,8.0
Garment and Related Trades Workers,panayiota_panayi,0.03492528397986854,9.0
Garment and Related Trades Workers,heating,0.03471325131884775,10.0
Garment and Related Trades Workers,bonuses,0.03445564473486889,11.0
Garment and Related Trades Workers,fashion,0.034400791707308545,12.0
Garment and Related Trades Workers,assistance,0.03408941842200693,13.0
Garment and Related Trades Workers,connection,0.033062204206322936,14.0
Garment and Related Trades Workers,attention,0.03288916678886908,15.0
Garment and Related Trades Workers,training,0.0328292568483846,16.0
Garment and Related Trades Workers,detail,0.03278109164351713,17.0
Garment and Related Trades Workers,eures_advisor,0.032048553062770685,18.0
Garment and Related Trades Workers,production,0.031899285618372464,19.0
Garment and Related Trades Workers,equipment,0.029420156692803533,20.0
Information and Communications Technology Operations and User Support Technicians,experience,0.03168772349641296,1.0
Information and Communications Technology Operations and User Support Technicians,knowledge,0.03139787872674476,2.0
Information and Communications Technology Operations and User Support Technicians,printers,0.026003051701296267,3.0
Information and Communications Technology Operations and User Support Technicians,customers,0.02591655596270874,4.0
Information and Communications Technology Operations and User Support Technicians,english,0.02470799125042392,5.0
Information and Communications Technology Operations and User Support Technicians,maintenance,0.02466047484490069,6.0
Information and Communications Technology Operations and User Support Technicians,sofia,0.023239387443868394,7.0
Information and Communications Technology Operations and User Support Technicians,ability,0.022770668354184943,8.0
Information and Communications Technology Operations and User Support Technicians,clients,0.022034146640394162,9.0
Information and Communications Technology Operations and User Support Technicians,systems,0.020418477686901977,10.0
Information and Communications Technology Operations and User Support Technicians,part,0.020244261890775956,11.0
Information and Communications Technology Operations and User Support Technicians,installation,0.019596630861251345,12.0
Information and Communications Technology Operations and User Support Technicians,applications,0.018675304015512265,13.0
Information and Communications Technology Operations and User Support Technicians,candidates,0.018631144268846288,14.0
Information and Communications Technology Operations and User Support Technicians,technical_support,0.0183026486155701,15.0
Information and Communications Technology Operations and User Support Technicians,competitive_salary,0.0179699440219155,16.0
Information and Communications Technology Operations and User Support Technicians,email,0.017845951771085337,17.0
Information and Communications Technology Operations and User Support Technicians,training,0.017456287561529952,18.0
Information and Communications Technology Operations and User Support Technicians,maria_pitsillidou,0.017329166320799595,19.0
Information and Communications Technology Operations and User Support Technicians,your_career,0.017273557663659046,20.0
Information and Communications Technology Services Managers,experience,0.04194966085270442,1.0
Information and Communications Technology Services Managers,management,0.03197841513776957,2.0
Information and Communications Technology Services Managers,knowledge,0.031087116160367582,3.0
Information and Communications Technology Services Managers,projects,0.028937020213949425,4.0
Information and Communications Technology Services Managers,security,0.02772017130361226,5.0
Information and Communications Technology Services Managers,applications,0.02628015378058354,6.0
Information and Communications Technology Services Managers,automation,0.026037150871841143,7.0
Information and Communications Technology Services Managers,implementation,0.023725843846740095,8.0
Information and Communications Technology Services Managers,part,0.023160305438498854,9.0
Information and Communications Technology Services Managers,cybersecurity,0.02193591805641978,10.0
Information and Communications Technology Services Managers,candidates,0.021598417378986358,11.0
Information and Communications Technology Services Managers,clients,0.020682953259932278,12.0
Information and Communications Technology Services Managers,compliance,0.018640538926725635,13.0
Information and Communications Technology Services Managers,collaboration,0.018412920251915134,14.0
Information and Communications Technology Services Managers,our_clients,0.01838931186289747,15.0
Information and Communications Technology Services Managers,expertise,0.017755895854062526,16.0
Information and Communications Technology Services Managers,monitoring,0.017522157377895094,17.0
Information and Communications Technology Services Managers,coordination,0.017461021897475223,18.0
Information and Communications Technology Services Managers,english,0.017160070980994094,19.0
Information and Communications Technology Services Managers,infrastructure,0.016836701054767745,20.0
Life Science Professionals,experience,0.041332466908271984,1.0
Life Science Professionals,part,0.03244962483210928,2.0
Life Science Professionals,research,0.02740399333775012,3.0
Life Science Professionals,knowledge,0.026984458254091147,4.0
Life Science Professionals,applications,0.02533344398234607,5.0
Life Science Professionals,english,0.024516674981419052,6.0
Life Science Professionals,applicants,0.02242881707163408,7.0
Life Science Professionals,chemistry,0.016444917220852,8.0
Life Science Professionals,science,0.016194541268658342,9.0
Life Science Professionals,your_application,0.015912679408729608,10.0
Life Science Professionals,biology,0.014728196253412368,11.0
Life Science Professionals,development,0.01455073084871963,12.0
Life Science Professionals,people,0.014536841061726351,13.0
Life Science Professionals,list,0.014420910983537096,14.0
Life Science Professionals,innovation,0.014078096063698364,15.0
Life Science Professionals,employment,0.013993715190917584,16.0
Life Science Professionals,expertise,0.013962066538757206,17.0
Life Science Professionals,ability,0.013877617331129567,18.0
Life Science Professionals,access,0.013588191789755892,19.0
Life Science Professionals,results,0.013519987823532802,20.0
Life Science Technicians and Related Associate Professionals,raw_materials,0.036939090904038845,1.0
Life Science Technicians and Related Associate Professionals,samples,0.033078154111243936,2.0
Life Science Technicians and Related Associate Professionals,education,0.02982849132241175,3.0
Life Science Technicians and Related Associate Professionals,experience,0.02822852676265943,4.0
Life Science Technicians and Related Associate Professionals,knowledge,0.027951176602894347,5.0
Life Science Technicians and Related Associate Professionals,requirements,0.027300824748988744,6.0
Life Science Technicians and Related Associate Professionals,chemistry,0.026555895209485664,7.0
Life Science Technicians and Related Associate Professionals,quality_control,0.025947922469405426,8.0
Life Science Technicians and Related Associate Professionals,polish,0.025155095419186292,9.0
Life Science Technicians and Related Associate Professionals,equipment,0.02328508596668295,10.0
Life Science Technicians and Related Associate Professionals,quality,0.022035139640647735,11.0
Life Science Technicians and Related Associate Professionals,compliance,0.021479148825771167,12.0
Life Science Technicians and Related Associate Professionals,production,0.01947183707602662,13.0
Life Science Technicians and Related Associate Professionals,accordance,0.0191244515261839,14.0
Life Science Technicians and Related Associate Professionals,work,0.018976825843744424,15.0
Life Science Technicians and Related Associate Professionals,application_method,0.018381794791594547,16.0
Life Science Technicians and Related Associate Professionals,analyses,0.01836212641355393,17.0
Life Science Technicians and Related Associate Professionals,documentation,0.01798098219593975,18.0
Life Science Technicians and Related Associate Professionals,duties,0.017512593137580926,19.0
Life Science Technicians and Related Associate Professionals,finished_products,0.01703365546516425,20.0
Machinery Mechanics and Repairers,repair,0.06676817690323862,1.0
Machinery Mechanics and Repairers,machines,0.05439326832120424,2.0
Machinery Mechanics and Repairers,work,0.03754022230122393,3.0
Machinery Mechanics and Repairers,maintenance,0.03568470643733921,4.0
Machinery Mechanics and Repairers,copy,0.032553552124128575,5.0
Machinery Mechanics and Repairers,mechanics,0.03175722207524722,6.0
Machinery Mechanics and Repairers,parts,0.02947896588554144,7.0
Machinery Mechanics and Repairers,equipment,0.02699936724856826,8.0
Machinery Mechanics and Repairers,experience,0.02647976425412838,9.0
Machinery Mechanics and Repairers,work_schedule,0.02226959969189341,10.0
Machinery Mechanics and Repairers,three_or_four_shifts,0.020961676723990803,11.0
Machinery Mechanics and Repairers,faults,0.020905871667715657,12.0
Machinery Mechanics and Repairers,maria_pitsillidou,0.02075689801211392,13.0
Machinery Mechanics and Repairers,repairs,0.019832506772106323,14.0
Machinery Mechanics and Repairers,technical_drawings,0.019411648596664017,15.0
Machinery Mechanics and Repairers,requirements,0.019169963637776982,16.0
Machinery Mechanics and Repairers,ireland,0.018581236938440958,17.0
Machinery Mechanics and Repairers,phone,0.01855212191937035,18.0
Machinery Mechanics and Repairers,reliability,0.01832465150825742,19.0
